crop,face,tablet,script,side,line_no,n_lines,atf_line,atf_aligned,y_center,x0,y0,x1,y1,pitch_px,skew_deg,face_w,face_h,photo_crop_x0,photo_crop_y0,n_boxes
samples/cdli/P333916/lines/P333916_obverse__L17.jpg,P333916_obverse,P333916,,obverse,17,19,17',True,800.0,5,776,586,822,46.5,-2.0,593,931,,,
samples/cdli/P333916/lines/P333916_obverse__L18.jpg,P333916_obverse,P333916,,obverse,18,19,18',True,845.0,5,822,586,867,46.5,-2.0,593,931,,,
samples/cdli/P333916/lines/P333916_obverse__L19.jpg,P333916_obverse,P333916,,obverse,19,19,19',True,889.0,5,867,586,912,46.5,-2.0,593,931,,,
samples/cdli/P333916/lines/P333916_reverse__L01.jpg,P333916_reverse,P333916,,reverse,1,14,1',True,128.0,0,98,592,159,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L02.jpg,P333916_reverse,P333916,,reverse,2,14,2',True,191.0,0,159,592,220,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L03.jpg,P333916_reverse,P333916,,reverse,3,14,3',True,250.0,0,220,592,279,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L04.jpg,P333916_reverse,P333916,,reverse,4,14,4',True,308.0,0,279,592,337,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L05.jpg,P333916_reverse,P333916,,reverse,5,14,5',True,366.0,0,337,592,395,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L06.jpg,P333916_reverse,P333916,,reverse,6,14,6',True,424.0,0,395,592,453,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L07.jpg,P333916_reverse,P333916,,reverse,7,14,7',True,483.0,0,453,592,512,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L08.jpg,P333916_reverse,P333916,,reverse,8,14,8',True,541.0,0,512,592,571,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L09.jpg,P333916_reverse,P333916,,reverse,9,14,9',True,602.0,0,571,592,633,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L10.jpg,P333916_reverse,P333916,,reverse,10,14,10',True,664.0,0,633,592,694,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L11.jpg,P333916_reverse,P333916,,reverse,11,14,11',True,725.0,0,694,592,753,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L12.jpg,P333916_reverse,P333916,,reverse,12,14,12',True,782.0,0,753,592,812,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L13.jpg,P333916_reverse,P333916,,reverse,13,14,13',True,843.0,0,812,592,872,59.0,-13.5,593,934,,,
samples/cdli/P333916/lines/P333916_reverse__L14.jpg,P333916_reverse,P333916,,reverse,14,14,14',True,901.0,0,872,592,930,59.0,-13.5,593,934,,,
samples/cdli/P333917/lines/P333917_obverse__L01.jpg,P333917_obverse,P333917,,obverse,1,13,1',True,138.0,0,114,442,160,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L02.jpg,P333917_obverse,P333917,,obverse,2,13,2',True,183.0,0,160,442,206,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L03.jpg,P333917_obverse,P333917,,obverse,3,13,3',True,229.0,0,206,442,252,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L04.jpg,P333917_obverse,P333917,,obverse,4,13,4',True,275.0,0,252,442,298,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L05.jpg,P333917_obverse,P333917,,obverse,5,13,5',True,321.0,0,298,442,345,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L06.jpg,P333917_obverse,P333917,,obverse,6,13,6',True,369.0,0,345,442,393,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L07.jpg,P333917_obverse,P333917,,obverse,7,13,7',True,417.0,0,393,442,440,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L08.jpg,P333917_obverse,P333917,,obverse,8,13,8',True,464.0,0,440,442,487,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L09.jpg,P333917_obverse,P333917,,obverse,9,13,9',True,511.0,0,487,442,535,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L10.jpg,P333917_obverse,P333917,,obverse,10,13,10',True,559.0,0,535,442,582,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L11.jpg,P333917_obverse,P333917,,obverse,11,13,11',True,606.0,0,582,442,629,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L12.jpg,P333917_obverse,P333917,,obverse,12,13,12',True,652.0,0,629,442,675,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_obverse__L13.jpg,P333917_obverse,P333917,,obverse,13,13,13',True,698.0,0,675,442,721,46.5,-2.0,442,757,,,
samples/cdli/P333917/lines/P333917_reverse__L01.jpg,P333917_reverse,P333917,,reverse,1,16,1',True,90.0,0,68,434,111,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L02.jpg,P333917_reverse,P333917,,reverse,2,16,2',True,133.0,0,111,434,154,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L03.jpg,P333917_reverse,P333917,,reverse,3,16,3',True,175.0,0,154,434,195,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L04.jpg,P333917_reverse,P333917,,reverse,4,16,4',True,215.0,0,195,434,235,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L05.jpg,P333917_reverse,P333917,,reverse,5,16,5',True,256.0,0,235,434,278,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L06.jpg,P333917_reverse,P333917,,reverse,6,16,6',True,300.0,0,278,434,322,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L07.jpg,P333917_reverse,P333917,,reverse,7,16,7',True,344.0,0,322,434,367,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L08.jpg,P333917_reverse,P333917,,reverse,8,16,8',True,390.0,0,367,434,413,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L09.jpg,P333917_reverse,P333917,,reverse,9,16,9',True,436.0,0,413,434,459,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L10.jpg,P333917_reverse,P333917,,reverse,10,16,10',True,482.0,0,459,434,503,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L11.jpg,P333917_reverse,P333917,,reverse,11,16,11',True,525.0,0,503,434,546,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L12.jpg,P333917_reverse,P333917,,reverse,12,16,12',True,568.0,0,546,434,588,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L13.jpg,P333917_reverse,P333917,,reverse,13,16,13',True,609.0,0,588,434,629,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L14.jpg,P333917_reverse,P333917,,reverse,14,16,14',True,649.0,0,629,434,670,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L15.jpg,P333917_reverse,P333917,,reverse,15,16,15',True,692.0,0,670,434,713,43.0,-2.0,435,763,,,
samples/cdli/P333917/lines/P333917_reverse__L16.jpg,P333917_reverse,P333917,,reverse,16,16,16',True,734.0,0,713,434,755,43.0,-2.0,435,763,,,
samples/cdli/P333942/lines/P333942_obverse__L01.jpg,P333942_obverse,P333942,,obverse,1,9,1',True,102.0,0,75,438,128,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_obverse__L02.jpg,P333942_obverse,P333942,,obverse,2,9,2',True,155.0,0,128,438,181,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_obverse__L03.jpg,P333942_obverse,P333942,,obverse,3,9,3',True,208.0,0,181,438,234,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_obverse__L04.jpg,P333942_obverse,P333942,,obverse,4,9,4',True,261.0,0,234,438,289,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_obverse__L05.jpg,P333942_obverse,P333942,,obverse,5,9,5',True,318.0,0,289,438,343,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_obverse__L06.jpg,P333942_obverse,P333942,,obverse,6,9,6',True,369.0,0,343,438,394,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_obverse__L07.jpg,P333942_obverse,P333942,,obverse,7,9,7',True,420.0,0,394,438,446,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_obverse__L08.jpg,P333942_obverse,P333942,,obverse,8,9,8',True,472.0,0,446,438,497,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_obverse__L09.jpg,P333942_obverse,P333942,,obverse,9,9,9',True,523.0,0,497,438,547,52.5,0.0,438,547,,,
samples/cdli/P333942/lines/P333942_reverse__L01.jpg,P333942_reverse,P333942,,reverse,1,11,1',True,57.0,0,35,452,77,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L02.jpg,P333942_reverse,P333942,,reverse,2,11,2',True,98.0,0,77,452,117,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L03.jpg,P333942_reverse,P333942,,reverse,3,11,3',True,137.0,0,117,452,157,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L04.jpg,P333942_reverse,P333942,,reverse,4,11,4',True,178.0,0,157,452,200,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L05.jpg,P333942_reverse,P333942,,reverse,5,11,5',True,222.0,0,200,452,244,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L06.jpg,P333942_reverse,P333942,,reverse,6,11,6',True,266.0,0,244,452,288,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L07.jpg,P333942_reverse,P333942,,reverse,7,11,7',True,311.0,0,288,452,333,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L08.jpg,P333942_reverse,P333942,,reverse,8,11,8',True,355.0,0,333,452,377,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L09.jpg,P333942_reverse,P333942,,reverse,9,11,9',True,399.0,0,377,452,420,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L10.jpg,P333942_reverse,P333942,,reverse,10,11,10',True,442.0,0,420,452,464,44.0,0.0,453,552,,,
samples/cdli/P333942/lines/P333942_reverse__L11.jpg,P333942_reverse,P333942,,reverse,11,11,11',True,486.0,0,464,452,508,44.0,0.0,453,552,,,
samples/cdli/P357517/lines/P357517_left__L01.jpg,P357517_left,P357517,,left,1,2,1,True,16.0,3,0,537,39,47.0,-3.5,542,168,,,
samples/cdli/P357517/lines/P357517_left__L02.jpg,P357517_left,P357517,,left,2,2,2,True,63.0,3,39,537,86,47.0,-3.5,542,168,,,
samples/cdli/P357517/lines/P357517_obverse__L01.jpg,P357517_obverse,P357517,,obverse,1,12,1,True,56.0,4,33,536,79,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L02.jpg,P357517_obverse,P357517,,obverse,2,12,2,True,102.0,4,79,536,125,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L03.jpg,P357517_obverse,P357517,,obverse,3,12,3,True,149.0,4,125,536,173,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L04.jpg,P357517_obverse,P357517,,obverse,4,12,4,True,197.0,4,173,536,223,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L05.jpg,P357517_obverse,P357517,,obverse,5,12,5,True,249.0,4,223,536,272,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L06.jpg,P357517_obverse,P357517,,obverse,6,12,6,True,295.0,4,272,536,318,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L07.jpg,P357517_obverse,P357517,,obverse,7,12,7,True,341.0,4,318,536,363,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L08.jpg,P357517_obverse,P357517,,obverse,8,12,8,True,386.0,4,363,536,411,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L09.jpg,P357517_obverse,P357517,,obverse,9,12,9,True,436.0,4,411,536,461,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L10.jpg,P357517_obverse,P357517,,obverse,10,12,10,True,487.0,4,461,536,509,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L11.jpg,P357517_obverse,P357517,,obverse,11,12,11,True,531.0,4,509,536,553,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_obverse__L12.jpg,P357517_obverse,P357517,,obverse,12,12,12,True,576.0,4,553,536,589,46.0,-4.0,541,589,,,
samples/cdli/P357517/lines/P357517_reverse__L01.jpg,P357517_reverse,P357517,,reverse,1,12,1,True,26.0,3,2,541,50,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L02.jpg,P357517_reverse,P357517,,reverse,2,12,2,True,74.0,3,50,541,98,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L03.jpg,P357517_reverse,P357517,,reverse,3,12,3,True,123.0,3,98,541,147,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L04.jpg,P357517_reverse,P357517,,reverse,4,12,4,True,172.0,3,147,541,194,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L05.jpg,P357517_reverse,P357517,,reverse,5,12,5,True,217.0,3,194,541,239,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L06.jpg,P357517_reverse,P357517,,reverse,6,12,6,True,261.0,3,239,541,283,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L07.jpg,P357517_reverse,P357517,,reverse,7,12,7,True,306.0,3,283,541,328,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L08.jpg,P357517_reverse,P357517,,reverse,8,12,8,True,350.0,3,328,541,372,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L09.jpg,P357517_reverse,P357517,,reverse,9,12,9,True,394.0,3,372,541,419,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L10.jpg,P357517_reverse,P357517,,reverse,10,12,10,True,444.0,3,419,541,470,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L11.jpg,P357517_reverse,P357517,,reverse,11,12,11,True,497.0,3,470,541,521,48.0,-3.5,545,587,,,
samples/cdli/P357517/lines/P357517_reverse__L12.jpg,P357517_reverse,P357517,,reverse,12,12,12,True,545.0,3,521,541,569,48.0,-3.5,545,587,,,
samples/cdli/P357628/lines/P357628_left__L01.jpg,P357628_left,P357628,,left,1,4,1,True,8.0,24,0,695,19,23.0,0.0,720,160,,,
samples/cdli/P357628/lines/P357628_left__L02.jpg,P357628_left,P357628,,left,2,4,2,True,30.0,24,19,695,41,23.0,0.0,720,160,,,
samples/cdli/P357628/lines/P357628_left__L03.jpg,P357628_left,P357628,,left,3,4,3,True,53.0,24,41,695,64,23.0,0.0,720,160,,,
samples/cdli/P357628/lines/P357628_left__L04.jpg,P357628_left,P357628,,left,4,4,4,True,76.0,24,64,695,87,23.0,0.0,720,160,,,
samples/cdli/P357628/lines/P357628_obverse__L01.jpg,P357628_obverse,P357628,,obverse,1,20,1,True,221.0,16,208,572,233,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L02.jpg,P357628_obverse,P357628,,obverse,2,20,2,True,245.0,16,233,572,257,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L03.jpg,P357628_obverse,P357628,,obverse,3,20,3,True,269.0,16,257,572,281,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L04.jpg,P357628_obverse,P357628,,obverse,4,20,4,True,294.0,16,281,572,306,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L05.jpg,P357628_obverse,P357628,,obverse,5,20,5,True,318.0,16,306,572,332,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L06.jpg,P357628_obverse,P357628,,obverse,6,20,6,True,347.0,16,332,572,360,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L07.jpg,P357628_obverse,P357628,,obverse,7,20,7,True,373.0,16,360,572,386,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L08.jpg,P357628_obverse,P357628,,obverse,8,20,8,True,399.0,16,386,572,413,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L09.jpg,P357628_obverse,P357628,,obverse,9,20,9,True,427.0,16,413,572,440,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L10.jpg,P357628_obverse,P357628,,obverse,10,20,10,True,453.0,16,440,572,466,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L11.jpg,P357628_obverse,P357628,,obverse,11,20,11,True,480.0,16,466,572,493,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L12.jpg,P357628_obverse,P357628,,obverse,12,20,12,True,506.0,16,493,572,518,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L13.jpg,P357628_obverse,P357628,,obverse,13,20,13,True,531.0,16,518,572,545,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L14.jpg,P357628_obverse,P357628,,obverse,14,20,14,True,559.0,16,545,572,572,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L15.jpg,P357628_obverse,P357628,,obverse,15,20,15,True,586.0,16,572,572,599,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L16.jpg,P357628_obverse,P357628,,obverse,16,20,16,True,613.0,16,599,572,626,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L17.jpg,P357628_obverse,P357628,,obverse,17,20,17,True,639.0,16,626,572,651,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L18.jpg,P357628_obverse,P357628,,obverse,18,20,18,True,664.0,16,651,572,676,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L19.jpg,P357628_obverse,P357628,,obverse,19,20,19,True,689.0,16,676,572,702,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_obverse__L20.jpg,P357628_obverse,P357628,,obverse,20,20,20,True,715.0,16,702,572,728,26.0,-8.5,589,757,,,
samples/cdli/P357628/lines/P357628_reverse__L01.jpg,P357628_reverse,P357628,,reverse,1,22,1,True,218.0,16,205,570,230,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L02.jpg,P357628_reverse,P357628,,reverse,2,22,2,True,243.0,16,230,570,256,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L03.jpg,P357628_reverse,P357628,,reverse,3,22,3,True,269.0,16,256,570,282,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L04.jpg,P357628_reverse,P357628,,reverse,4,22,4,True,296.0,16,282,570,309,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L05.jpg,P357628_reverse,P357628,,reverse,5,22,5,True,322.0,16,309,570,334,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L06.jpg,P357628_reverse,P357628,,reverse,6,22,6,True,347.0,16,334,570,360,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L07.jpg,P357628_reverse,P357628,,reverse,7,22,7,True,374.0,16,360,570,387,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L08.jpg,P357628_reverse,P357628,,reverse,8,22,8,True,400.0,16,387,570,413,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L09.jpg,P357628_reverse,P357628,,reverse,9,22,9,True,426.0,16,413,570,438,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L10.jpg,P357628_reverse,P357628,,reverse,10,22,10,True,451.0,16,438,570,463,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L11.jpg,P357628_reverse,P357628,,reverse,11,22,11,True,476.0,16,463,570,488,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L12.jpg,P357628_reverse,P357628,,reverse,12,22,12,True,501.0,16,488,570,513,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L13.jpg,P357628_reverse,P357628,,reverse,13,22,13,True,526.0,16,513,570,538,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L14.jpg,P357628_reverse,P357628,,reverse,14,22,14,True,551.0,16,538,570,563,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L15.jpg,P357628_reverse,P357628,,reverse,15,22,15,True,575.0,16,563,570,587,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L16.jpg,P357628_reverse,P357628,,reverse,16,22,16,True,599.0,16,587,570,612,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L17.jpg,P357628_reverse,P357628,,reverse,17,22,17,True,626.0,16,612,570,639,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L18.jpg,P357628_reverse,P357628,,reverse,18,22,18,True,652.0,16,639,570,665,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L19.jpg,P357628_reverse,P357628,,reverse,19,22,19,True,678.0,16,665,570,691,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L20.jpg,P357628_reverse,P357628,,reverse,20,22,20,True,704.0,16,691,570,716,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L21.jpg,P357628_reverse,P357628,,reverse,21,22,21,True,729.0,16,716,570,742,26.0,-8.5,587,777,,,
samples/cdli/P357628/lines/P357628_reverse__L22.jpg,P357628_reverse,P357628,,reverse,22,22,22,True,755.0,16,742,570,768,26.0,-8.5,587,777,,,
samples/cdli/P357640/lines/P357640_obverse__L01.jpg,P357640_obverse,P357640,,obverse,1,18,1,True,84.0,11,64,609,103,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L02.jpg,P357640_obverse,P357640,,obverse,2,18,2,True,123.0,11,103,609,142,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L03.jpg,P357640_obverse,P357640,,obverse,3,18,3,True,161.0,11,142,609,180,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L04.jpg,P357640_obverse,P357640,,obverse,4,18,4,True,199.0,11,180,609,218,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L05.jpg,P357640_obverse,P357640,,obverse,5,18,5,True,238.0,11,218,609,258,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L06.jpg,P357640_obverse,P357640,,obverse,6,18,6,True,278.0,11,258,609,296,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L07.jpg,P357640_obverse,P357640,,obverse,7,18,7,True,314.0,11,296,609,332,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L08.jpg,P357640_obverse,P357640,,obverse,8,18,8,True,350.0,11,332,609,368,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L09.jpg,P357640_obverse,P357640,,obverse,9,18,9,True,387.0,11,368,609,408,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L10.jpg,P357640_obverse,P357640,,obverse,10,18,10,True,429.0,11,408,609,449,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L11.jpg,P357640_obverse,P357640,,obverse,11,18,11,True,469.0,11,449,609,488,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L12.jpg,P357640_obverse,P357640,,obverse,12,18,12,True,508.0,11,488,609,526,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L13.jpg,P357640_obverse,P357640,,obverse,13,18,13,True,545.0,11,526,609,563,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L14.jpg,P357640_obverse,P357640,,obverse,14,18,14,True,582.0,11,563,609,604,39.0,-8.5,622,767,,,
samples/cdli/P357640/lines/P357640_obverse__L15.jpg,P357640_obverse,P357640,,obverse,15,18,15,True,626.0,11,604,609,647,39.0,-8.5,622,767,,,
